시군명,사업장명,인허가일자,영업상태명,입소정원(명),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
하남시,동수경로당,19890712,운영중,36,경기도 하남시 산곡로 16,경기도 하남시 상산곡동 127-1번지,13027,37.4965749678,127.2304157748
하남시,동부경로당,19890712,운영중,30,경기도 하남시 신평로61번길 17,경기도 하남시 신장동 427-135번지,12968,37.5393201743,127.2043407077
하남시,둔지노인회,19890712,운영중,35,,경기도 하남시 선동 213-12번지,,37.5780077459,127.1823924122
하남시,성산경로당,19900416,운영중,39,,경기도 하남시 춘궁동 267번지,13016,37.5247354830,127.1920613443
하남시,상사창경로당,19910319,운영중,46,경기도 하남시 고골로371번길 110,경기도 하남시 상사창동 190번지,13022,37.4930220802,127.1911445630
하남시,라인아파트경로당,19971210,운영중,30,,경기도 하남시 덕풍동 336-40번지,12966,37.5447347512,127.1991953912
하남시,선린경로당,19970808,운영중,20,경기도 하남시 하남대로801번길 46,경기도 하남시 신장동 427-298번지,12957,37.5390182261,127.2070327872
하남시,한솔리치빌3단지아파트 경로당,20060621,운영중,20,,경기도 하남시 덕풍동 688번지,12981,37.5362078994,127.1958692781
하남시,KCC아파트경로당,20060906,운영중,30,,경기도 하남시 덕풍동 690번지,12972,37.5419810793,127.1971740801
하남시,한솔솔파크아파트경로당,20070323,운영중,24,,경기도 하남시 덕풍동 692번지,12966,37.5436502657,127.2011727380
하남시,능안부녀경로당,19940131,운영중,27,경기도 하남시 감이로32번길 112,경기도 하남시 감일동 산 34-10번지,13001,37.5107673907,127.1496459756
하남시,미사선사경로당,19940223,운영중,25,경기도 하남시 미사동로40번길 26,경기도 하남시 미사동 455-3번지,12900,37.5695700617,127.2020564144
하남시,백송한신아파트경로당,19950330,운영중,48,,경기도 하남시 신장동 528-5번지 백송아파트,12953,37.5394317714,127.2177037079
하남시,초이6통경로당,19951101,운영중,30,경기도 하남시 감초로200번길 98,경기도 하남시 초이동 424-1번지,12988,37.5317888154,127.1690333857
하남시,널문경로당,19960110,운영중,0,경기도 하남시 감이남로106번길 22,경기도 하남시 감이동 305-5번지,13005,37.4976849326,127.1635410622
하남시,백조현대아파트경로당,19960110,운영중,34,,경기도 하남시 신장동 528번지,12953,37.5395104442,127.2190277586
하남시,한신휴플러스아파트 경로당,20151029,운영중,40,,경기도 하남시 망월동,,37.5772530687,127.1925450511
하남시,갈미경로당,19920528,운영중,22,경기도 하남시 감북로27번길 79,경기도 하남시 감북동 308-3번지,12990,37.5189879293,127.1608945459
하남시,센트리버아파트 경로당,20170317,운영중,,,경기도 하남시 선동,,37.5793948773,127.1884636813
하남시,미사12단지아파트 경로당,20160415,운영중,,,경기도 하남시 망월동 미사강변도시12단지,,37.5772530687,127.1925450511
하남시,미사강변푸르지오아파트 경로당,20161123,운영중,,,경기도 하남시 망월동,,37.5772530687,127.1925450511
하남시,미사강변17단지아파트 경로당,20161124,운영중,,,경기도 하남시 망월동,,37.5772530687,127.1925450511
하남시,동원로얄듀크아파트경로당,20161018,운영중,,,경기도 하남시 풍산동,,37.5712996713,127.1968087466
하남시,덕풍더샵아파트경로당,20170414,운영중,,,경기도 하남시 덕풍동,,37.5504162867,127.2118393865
하남시,미사강변26단지아파트 경로당,20170426,운영중,,,경기도 하남시 풍산동,,37.5712996713,127.1968087466
하남시,리버포레아파트 경로당,20170519,운영중,,,경기도 하남시 선동,,37.5793948773,127.1884636813
하남시,덕풍 경로당,20170228,운영중,,,경기도 하남시 덕풍동,,37.5504162867,127.2118393865
하남시,미사강변2단지아파트 경로당,20150911,운영중,0,,경기도 하남시 선동,,37.5793948773,127.1884636813
하남시,미사강변19단지아파트 경로당,20170705,운영중,,,경기도 하남시 망월동,,37.5772530687,127.1925450511
화성시,반도유보라2차 경로당,20160816,운영중,45,,경기도 화성시 영천동,,37.2059253649,127.1277294547
화성시,금성백조예미지 경로당,20160825,운영중,,,경기도 화성시 청계동,,37.1929735717,127.1134831571
화성시,우방1차 경로당,20160829,운영중,,,경기도 화성시 봉담읍 수영리,,37.2324758727,126.9660332528
화성시,동탄역시범한화 꿈에그린프레스티지 아파트 경로당,20160531,운영중,44,,경기도 화성시 청계동,,37.1929735717,127.1134831571
화성시,조암5리 경로당,20161108,운영중,,,경기도 화성시 우정읍 조암리,,37.0950846492,126.8260805532
화성시,매향4리 경로당,20160115,운영중,32,,경기도 화성시 우정읍 매향리,,37.0407979676,126.7479739423
화성시,한일베라체,20090817,운영중,,,경기도 화성시 향남읍 행정리,,37.1330838359,126.9173293272
화성시,덕절4리 경로당,20170619,운영중,,,경기도 화성시 정남면 덕절리,,37.1366634566,127.0210354950
화성시,반도유보라아이비파크1차 아파트 경로당,20170405,운영중,,,경기도 화성시 청계동,,37.1929735717,127.1134831571
화성시,남양뉴타운lh9단지아파트 경로당,20170407,운영중,,,경기도 화성시 남양읍 남양리,,37.2004417562,126.8246073633
화성시,남양뉴타운lh4단지아파트 경로당,20161018,운영중,,,경기도 화성시 남양읍 남양리,,37.2004417562,126.8246073633
화성시,덕다1리 경로당,20061011,운영중,21,경기도 화성시 장안면 덕다길 123-2,경기도 화성시 장안면 덕다리 103번지,18584,37.0576745877,126.8399398298
화성시,발산2리 경로당,20070207,운영중,28,경기도 화성시 정남면 만년로 534-19,경기도 화성시 정남면 발산리 729-15(B동)번지,18517,37.1684703518,126.9844506524
화성시,문학4리 경로당,20070102,운영중,28,경기도 화성시 정남면 문학로80번길 4,경기도 화성시 정남면 문학리 353번지,18522,37.1508885322,126.9726467421
화성시,(진안동)참누리2단지아파트 경로당,20061229,운영중,21,,경기도 화성시 기산동 468번지,18385,37.2197121837,127.0533911524
화성시,다온마을 쌍용스위닷홈경로당,20070831,운영중,30,,경기도 화성시 봉담읍 쌍용스윗닷홈아파트 관리동동,,37.2066051455,126.9399451221
화성시,신왕1리경로당,20070827,운영중,21,경기도 화성시 양감면 생이길 37-29,경기도 화성시 양감면 신왕리 655-2번지,18634,37.0836767883,126.9429372927
화성시,안녕4통경로당,20071015,운영중,40,,경기도 화성시 안녕동 188-488번지 4 4동 201호,18324,37.2061882930,126.9869197394
화성시,문호2리 경로당,20061227,운영중,18,,경기도 화성시 남양읍 문호리,18251,37.2526146320,126.7985821321
화성시,고모2리경로당,20061208,운영중,22,,경기도 화성시 마도면,,37.1893941643,126.7375194785
화성시,청원1리 경로당,20070216,운영중,33,경기도 화성시 마도면 해운로 770-2,경기도 화성시 마도면 청원리 295-1번지,18543,37.1858548800,126.7593346353
화성시,근형심포니아파트 경로당,20070313,운영중,22,,경기도 화성시 정남면 덕절리 498번지,18515,37.1342564722,127.0275848310
화성시,동남아파트 경로당,20070223,운영중,31,,경기도 화성시 봉담읍 동화리 647-5번지,,37.2220481191,126.9579822996
화성시,와우4리 경로당,20060307,운영중,0,,경기도 화성시 봉담읍 와우리 237-1번지,,37.2165756295,126.9775890057
화성시,와우4리경로당,20060307,운영중,34,,경기도 화성시 봉담읍,,37.2066051455,126.9399451221
화성시,신성미소지움(A) 경로당,20060510,운영중,30,,경기도 화성시 향남읍 장짐마을 신성발안미소지움 (장짐리 409),,37.1269976292,126.9394484510
화성시,방교2리경로당,20060612,운영중,23,,경기도 화성시 반송동 643-4번지,,37.1854412042,127.0786959577
화성시,쌍송2리경로당,20060629,운영중,29,경기도 화성시 마도면 쌍송길 76,경기도 화성시 마도면 쌍송리 449-1번지,18541,37.1860173241,126.7824770973
화성시,문학3리경로당,20060727,운영중,20,경기도 화성시 정남면 문학로68번가길 19-6,경기도 화성시 정남면 문학리 137-3번지,18522,37.1479771288,126.9688770830
화성시,원평4리 경로당,20060801,운영중,30,,경기도 화성시 매송면 원평리 77-12번지,18289,37.2501810902,126.9277583709
화성시,원평3리 경로당,20060821,운영중,34,경기도 화성시 매송면 화성로 2393,경기도 화성시 매송면 원평리 64-5번지,18289,37.2490183943,126.9271846949
화성시,(진안동)기산3통 경로당,19970718,운영중,21,,경기도 화성시 진안동,,37.2246916442,127.0373832631
화성시,매화4리경로당,20060908,운영중,29,경기도 화성시 서신면 염전길89번길 9,경기도 화성시 서신면 매화리 858번지,18555,37.1624133918,126.6950350204
화성시,대양3리 경로당,20060602,운영중,24,경기도 화성시 양감면 개월안길 48-7,경기도 화성시 양감면 대양리 648-1번지,18631,37.0853184369,126.9299345816
화성시,주공5단지 경로당,20040909,운영중,50,,경기도 화성시 태안읍 병점리 820번지,18408,37.2102178797,127.0468058244
화성시,신일해피트리1차 아파트 경로당,20041223,운영중,40,,경기도 화성시 기안동 신일해피트리아파트 관리동,,37.2264801404,126.9912085053
화성시,시1통 경로당,20060106,운영중,36,,경기도 화성시 시동 539-9번지,18253,37.2370445578,126.8037179185
화성시,구문천5리 경로당,20060201,운영중,12,경기도 화성시 향남읍 구문천2길 253,경기도 화성시 향남읍 구문천리 623-19번지,18623,37.0760686382,126.8892683496
화성시,금강아파트 경로당,20060202,운영중,21,,경기도 화성시 남양동 2005번지,18254,37.2107933020,126.8012747318
화성시,이화5리 경로당,20060206,운영중,54,경기도 화성시 우정읍 매화길 8,경기도 화성시 우정읍 이화리 1099-1번지,18573,37.0274814757,126.7947812030
화성시,안화동마을주공7단지노인회,20041221,운영중,0,,경기도 화성시 태안읍 병점리 849번지,18407,37.2135238292,127.0490609210
화성시,석포1리 경로당,19970527,운영중,30,,경기도 화성시 장안면 석포리 738-1번지,18574,37.1408652140,126.8309713364
화성시,금의1리 경로당,20040823,운영중,34,경기도 화성시 장안면 금의솔안길 240-16,경기도 화성시 장안면 금의리 383번지,18580,37.1069803803,126.8213278693
화성시,LG태안자이 아파트 경로당,20040907,운영중,21,,경기도 화성시 태안읍 진안리 929번지,18392,37.2168531495,127.0355545376
화성시,구봉마을 우남퍼스트빌 아파트 경로당,20050121,운영중,40,,경기도 화성시 태안읍 병점리 860번지,18415,37.2067140592,127.0433905320
화성시,다정마을 1단지 경로당,20050601,운영중,21,,경기도 화성시 태안읍 병점리 866번지,18402,37.2094997686,127.0387281842
화성시,구봉마을우남퍼스트빌아파트경로당,20050215,운영중,40,,경기도 화성시 태안읍 병점리 860번지,18415,37.2067140592,127.0433905320
화성시,주공11단지 아파트 경로당,20050905,운영중,45,,경기도 화성시 태안읍 진안리 911번지,18397,37.2164988693,127.0447026580
화성시,태안주공 4단지 경로당,20040416,운영중,59,,경기도 화성시 태안읍 병점리 859번지,18415,37.2072179380,127.0453959653
화성시,유리노인회,20050319,운영중,25,경기도 화성시 봉담읍 유리마을길 36,경기도 화성시 봉담읍 유리 272-1번지,18334,37.1746126705,126.9302654443
화성시,월드반도경로당(212),20080602,운영중,27,,경기도 화성시 반송동,,37.1896806100,127.0712783003
화성시,한화우림경로당,20080626,운영중,83,,경기도 화성시 반송동,,37.1896806100,127.0712783003
화성시,월드반도경로당(224),20080729,운영중,25,,경기도 화성시 반송동 동탄나루마을 월드메르디앙 반도유보라,,37.1896806100,127.0712783003
화성시,주공5단지 경로당,20040909,운영중,0,,경기도 화성시 병점동 820번지 안화동마을주공5단지,18408,37.2102178797,127.0468058244
화성시,주공7단지 경로당,20040517,운영중,0,,경기도 화성시 병점동 849번지 안화동마을주공7단지,18407,37.2135238292,127.0490609210
화성시,임광그대가3단지 경로당,20090616,운영중,42,,경기도 화성시 봉담읍,,37.2066051455,126.9399451221
화성시,휴먼시아 경로당,20090515,운영중,65,,경기도 화성시 반송동 동탄새강마을 휴먼시아,,37.1896806100,127.0712783003
화성시,풍림아이원 경로당,20090629,운영중,30,,"경기도 화성시 향남읍 행정리 480, 향남시범살구꽃마을풍림아이원",,37.1330838359,126.9173293272
화성시,화성파크드림아파트경로당,20090801,운영중,0,,"경기도 화성시 향남읍 행정리 482,향남시범살구꽃마을화성파크드림",18601,37.1269642683,126.9285555163
화성시,용포1리 청품회,20080301,운영중,0,경기도 화성시 송산면 용포로196번길 43,경기도 화성시 송산면 용포리 200번지,18548,37.2279368181,126.7566978690
화성시,대양2리경로당,19971128,운영중,0,,경기도 화성시 양감면,,37.0910009878,126.9606242225
화성시,대양4리경로당,20030102,운영중,0,경기도 화성시 양감면 윗생이길 6,경기도 화성시 양감면 대양리 509-4번지 25통,18631,37.0882617868,126.9402680629
화성시,요당1리경로당,20001005,운영중,0,경기도 화성시 양감면 요댕이길 12,경기도 화성시 양감면 요당리 154번지 19통,18635,37.0703463938,126.9359310995
화성시,용소1리경로당,20060601,운영중,42,,경기도 화성시 양감면,,37.0910009878,126.9606242225
화성시,송산4리경로당,19981021,운영중,21,,경기도 화성시 양감면 송산리 480번지 14통,,37.1087042410,126.9875702506
화성시,사창1리경로당,20041020,운영중,0,경기도 화성시 양감면 사창길 18-1,경기도 화성시 양감면 사창리 484번지 5통,18626,37.0929501491,126.9696778048
화성시,송산2리경로당,20001005,운영중,0,,경기도 화성시 양감면 송산리 697번지 12통,18629,37.1045596518,126.9897085373
화성시,사창4리경로당,20010110,운영중,0,경기도 화성시 양감면 신흥길75번길 7,경기도 화성시 양감면 사창리 958-9번지,18626,37.0882552528,126.9682964309
화성시,유포2리경로당,19960328,운영중,37,경기도 화성시 비봉면 유포길 5-6,경기도 화성시 비봉면 유포리 81-19번지,18282,37.2597374977,126.8426281453
화성시,동화1리경로당,20011004,운영중,45,경기도 화성시 봉담읍 동화북길43번길 14,경기도 화성시 봉담읍 동화리 355번지,18303,37.2246325204,126.9540145878
화성시,삼화4리경로당,20080116,운영중,40,경기도 화성시 비봉면 내간곡길 22,경기도 화성시 비봉면 삼화리 264-6번지,18283,37.2500744306,126.8683472524
화성시,계향2리경로당,20060116,운영중,30,경기도 화성시 정남면 내향로 83-3,경기도 화성시 정남면 계향리 551-19번지,18523,37.1452505977,126.9857619598
화성시,반달마을 푸르지오 경로당,20080131,운영중,30,경기도 화성시 영통로26번길 24,경기도 화성시 반월동 885번지,18380,37.2328514925,127.0673844674
화성시,센트럴푸르지오 경로당,20160316,운영중,0,,경기도 화성시 청계동,,37.1929735717,127.1134831571
화성시,슬항3리 경로당,20161121,운영중,,,경기도 화성시 마도면 슬항리,,37.2092310473,126.7653765560
화성시,관항2리 경로당,20040109,운영중,27,,경기도 화성시 정남면,,37.1510541145,127.0133844236
화성시,기안2리경로당,20040225,운영중,28,경기도 화성시 효행로291번길 6-38,경기도 화성시 태안읍 기안리 416-5번지,18338,37.2215224374,126.9781507082
화성시,청덕동(하길1리) 경로당,20040304,운영중,0,경기도 화성시 향남읍 청덕동길 4-1,경기도 화성시 향남읍 하길리 528-3 1호,18608,37.1066976549,126.9254928086
화성시,사곡6리경로당,20040614,운영중,12,경기도 화성시 장안면 사랑길 13,경기도 화성시 장안면 사곡리 170번지,18585,37.0754269342,126.8164776259
화성시,슬항2리경로당,20040802,운영중,40,경기도 화성시 마도면 마도북로245번길 8,경기도 화성시 마도면 슬항리 280-1번지,18537,37.2009592001,126.7563912670
화성시,장수경로당,20040211,운영중,33,,경기도 화성시 동탄면 오산리 867-21번지,,37.1860306013,127.0865572948
화성시,중송2리 경로당,20010216,운영중,43,경기도 화성시 송산면 송산포도로374번길 22,경기도 화성시 송산면 중송리 48-1번지,18545,37.2238756480,126.7102555376
화성시,송1리경로당,20010910,운영중,59,,경기도 화성시 동탄면 송리 574-2번지,18497,37.1647524499,127.0927486158
화성시,기산아파트 경로당,20020318,운영중,33,,경기도 화성시 신남동 25-9번지,18277,37.1951340991,126.8242481594
화성시,주곡3리 경로당,20020315,운영중,44,경기도 화성시 우정읍 는나루길 20,경기도 화성시 우정읍 주곡리 산 202-4번지,18559,37.1194976024,126.7948896813
화성시,석천3리 경로당,20020402,운영중,67,경기도 화성시 우정읍 가래길 16,경기도 화성시 우정읍 석천리 909번지,18572,37.0413700586,126.7721501089
화성시,금광아파트 경로당,20020404,운영중,23,경기도 화성시 우정읍 조암죽말길 236-6,경기도 화성시 우정읍 조암리 484-1번지,18563,37.0822009553,126.8096457076
화성시,화산2리 경로당,20020429,운영중,30,경기도 화성시 우정읍 한말배미길 177,경기도 화성시 우정읍 화산리 348-3번지,18569,37.0712839607,126.7907821250
화성시,이화2리 경로당,20021209,운영중,26,경기도 화성시 우정읍 이화뱃골길 55-18,경기도 화성시 우정읍 이화리 684-3번지,18573,37.0422601742,126.7955052294
화성시,문호1리 경로당,20020110,운영중,35,,경기도 화성시 남양읍 문호리,18251,37.2526146320,126.7985821321
화성시,온석2리 경로당,20020110,운영중,37,,경기도 화성시 남양읍 온석리,,37.1662910341,126.8426342570
화성시,매바위경로당(장덕1리),20020111,운영중,25,,경기도 화성시 남양읍 장덕리,,37.1706247761,126.8011563024
화성시,지화1리 경로당,20020108,운영중,64,경기도 화성시 송산면 송산서로 242,경기도 화성시 송산면 지화리 54-1번지,18545,37.2193524391,126.6891253615
화성시,사강4리 경로당,20020131,운영중,60,경기도 화성시 송산면 사강시장길 15-23,경기도 화성시 송산면 사강리 689-17번지,18550,37.2144881674,126.7335899076
화성시,참전용사 경로당,20021228,운영중,34,경기도 화성시 송산면 사강시장길25번길 17,경기도 화성시 송산면 사강리 687-23번지,18550,37.2141013401,126.7338616654
화성시,매화3리경로당,20030130,운영중,33,경기도 화성시 서신면 매골길 157,경기도 화성시 서신면 매화리 136번지,18555,37.1684425249,126.7133742694
화성시,삼존3리 경로당,19990901,운영중,20,경기도 화성시 송산면 삼존로124번길 3-15,경기도 화성시 송산면 삼존리 649-6번지,18549,37.2196571066,126.7659184786
화성시,제부리경로당,20000229,운영중,54,,경기도 화성시 서신면,,37.1447625972,126.6592010478
화성시,사곳리경로당,20000128,운영중,21,경기도 화성시 서신면 해운로 280,경기도 화성시 서신면 사곳리 267-1번지,18556,37.1558814374,126.7244205598
화성시,활초리 경로당,20000210,운영중,48,,경기도 화성시 남양읍 활초리,,37.1802919856,126.8417150714
화성시,신외2리 경로당,20001219,운영중,20,,경기도 화성시 남양읍 신외리,,37.2714699910,126.8129174769
화성시,삼존2리 경로당,20000106,운영중,64,경기도 화성시 송산면 삼존서길 83,경기도 화성시 송산면 삼존리 580-1번지,18549,37.2159346201,126.7521965809
화성시,천등3리 경로당,20000308,운영중,26,경기도 화성시 송산면 송산로467번길 8,경기도 화성시 송산면 천등리 368-2번지,18546,37.2410092066,126.7014551026
화성시,정남 할아버지 경로당,20000315,운영중,19,,경기도 화성시 정남면,,37.1510541145,127.0133844236
화성시,홍법리경로당,20010528,운영중,71,경기도 화성시 서신면 해운로 415,경기도 화성시 서신면 홍법리 643번지,18556,37.1649402777,126.7336757210
화성시,남양3통경로당,20010929,운영중,20,,경기도 화성시 남양동 1757-3번지,,37.2042421139,126.8232692130
화성시,남양2리 할머니회 경로당,20010108,운영중,34,,경기도 화성시 남양읍 남양리,,37.2004417562,126.8246073633
화성시,우림그린빌리지 노인회,20011009,운영중,21,,경기도 화성시 남양읍 남양리 우림그린빌리지,,37.2004417562,126.8246073633
화성시,마산1리 경로당,20010307,운영중,60,경기도 화성시 송산면 송산포도로 522-6,경기도 화성시 송산면 마산리 648-4번지,18545,37.2301519121,126.6979826048
화성시,화산4리 경로당,19970326,운영중,22,경기도 화성시 우정읍 사기말길27번길 1,경기도 화성시 우정읍 화산리 545-2번지,18569,37.0676475866,126.7929736395
화성시,천등1리 경로당,19970715,운영중,42,경기도 화성시 송산면 송산서로 8,경기도 화성시 송산면 천등리 470-1번지,18546,37.2326511784,126.7064240719
화성시,신리경로당,19970123,운영중,20,,경기도 화성시 동탄면 신리 227번지,18465,37.1850806125,127.1392721375
화성시,상안1리경로당,19980918,운영중,62,경기도 화성시 서신면 제부로 953-11,경기도 화성시 서신면 상안리 420번지,18555,37.1846076649,126.7062853639
화성시,해운경로당(궁평2리),19980603,운영중,50,,경기도 화성시 서신면 궁평리 796번지,18556,37.1311087330,126.6975926552
화성시,사강1리경로당,19980130,운영중,0,경기도 화성시 송산면 송산동로 14,경기도 화성시 송산면 사강리 594-5번지,18550,37.2156545256,126.7353658198
화성시,멱우1리 경로당,19980309,운영중,26,경기도 화성시 우정읍 멱우방죽1길 18-4,경기도 화성시 우정읍 멱우리 231-1번지,18561,37.1052002462,126.8068310927
화성시,멱우2리 경로당,19980221,운영중,24,경기도 화성시 우정읍 멱운3길 6,경기도 화성시 우정읍 멱우리 399번지,18560,37.1011697461,126.8220841854
화성시,원안1리 경로당,19980701,운영중,28,경기도 화성시 우정읍 원안길 58,경기도 화성시 우정읍 원안리 446번지,18562,37.1055341023,126.7767255780
화성시,육일1리경로당,19980830,운영중,0,경기도 화성시 송산면 육교동길 131,경기도 화성시 송산면 육일리 131번지,18552,37.2097401070,126.7221161679
화성시,신외1리 여자경로당,19980416,운영중,35,,경기도 화성시 남양읍 신외리,,37.2714699910,126.8129174769
화성시,신남4리 경로당,19980220,운영중,30,,경기도 화성시 남양읍 신남리,,37.1821464456,126.8278260351
화성시,영천2리경로당,19980314,운영중,22,,경기도 화성시 동탄면 영천리 438-6번지,,37.2086096514,127.0996948726
화성시,삼존3리경로당,19990901,운영중,0,,경기도 화성시 송산면 삼존리,,37.2150359708,126.7533261642
화성시,방축리 경로당,19991102,운영중,45,,경기도 화성시 향남읍 방축리 86-2번지,,37.1230580039,126.9213802527
화성시,송림1리 경로당,19991123,운영중,40,,경기도 화성시 남양읍 송림리,,37.2208639351,126.8159626063
화성시,동화마을3단지경로당(동화7리),20080128,운영중,25,,경기도 화성시 봉담읍 동화리 617번지,18301,37.2170759269,126.9622101588
화성시,양노3리경로당,19921216,운영중,46,,경기도 화성시 비봉면 양노리,,37.2269295596,126.8554415743
화성시,천천3리 경로당,19971217,운영중,23,,경기도 화성시 매송면 천천리 93-4번지,18297,37.2427426270,126.9524025210
화성시,중1리 중촌 경로당,20000816,운영중,0,,경기도 화성시 동탄면 중리 833-30번지,18465,37.2089099312,127.1494649608
화성시,동화마을6단지경로당,20071130,운영중,25,,경기도 화성시 봉담읍 동화리 휴먼시아 동화마을,,37.2325397168,126.9686024927
화성시,송산8통(효일목화아파트)경로당,20071211,운영중,32,,경기도 화성시 송산동 98-2번지,18358,37.2061883551,127.0183936297
화성시,상기1리 경로당,20071220,운영중,40,경기도 화성시 봉담읍 호련2길 40,경기도 화성시 봉담읍 상기리 302-4번지,18333,37.2047756954,126.9242888449
화성시,정문1리 경로당,20071227,운영중,23,경기도 화성시 양감면 정문길 11-7,경기도 화성시 양감면 정문리 202-4번지,18630,37.0933143496,126.9885069402
화성시,삼화5리경로당,20080104,운영중,34,경기도 화성시 비봉면 이화길 69,경기도 화성시 비봉면 삼화리 247-1번지,18283,37.2532892481,126.8667183950
화성시,신영통현대아파트3단지경로당,20020125,운영중,0,,경기도 화성시 반월동 860번지,18376,37.2314944532,127.0605545547
화성시,신영통현대아파트1단지경로당,20020308,운영중,0,,경기도 화성시 반월동 865-1번지,18377,37.2341890011,127.0596100127
화성시,동문굿모닝힐아파트경로당,20070508,운영중,27,,경기도 화성시 안녕동 211번지,18366,37.2040524376,127.0215585163
화성시,안녕8통(청광플러스원아파트)경로당,20070510,운영중,46,,경기도 화성시 안녕동 210번지,18363,37.1953847033,126.9859759056
화성시,신한미지엔아파트경로당,20070522,운영중,21,,경기도 화성시 안녕동 212번지,18362,37.2005758218,127.0071510298
화성시,운평1리 경로당,19960202,운영중,50,경기도 화성시 우정읍 평밭길 89,경기도 화성시 우정읍 운평리 850번지,18562,37.0883139121,126.7715017582
화성시,수직1리 경로당,19960111,운영중,36,,경기도 화성시 향남읍 수직리,,37.1234909135,126.9911455817
화성시,칠곡리 경로당,19960125,운영중,44,경기도 화성시 송산면 당성로 438-19,경기도 화성시 송산면 칠곡리 334-1번지,18552,37.2023810925,126.7119267887
화성시,수성효성아파트경로당,19960518,운영중,25,,경기도 화성시 봉담읍 와우리 210-26번지,18321,37.2162955978,126.9744570633
화성시,전곡1리경로당,19971230,운영중,36,경기도 화성시 서신면 은수포길 262,경기도 화성시 서신면 전곡리 91번지,18554,37.1973790163,126.6970894775
화성시,용포2리 경로당,19890603,운영중,62,경기도 화성시 송산면 송산동로 233,경기도 화성시 송산면 용포리 505-2번지,18548,37.2317416311,126.7451464687
화성시,고정1리 경로당,19890603,운영중,30,경기도 화성시 송산면 공룡로420번길 19,경기도 화성시 송산면 고정리 535번지,18548,37.2422044749,126.7418875866
화성시,풍화각,19891115,운영중,88,,경기도 화성시 송산면 사강리 610-4번지,18550,37.2149076646,126.7358078338
화성시,독지2리 경로당,19890603,운영중,21,경기도 화성시 송산면 송산로 621,경기도 화성시 송산면 독지리 173-2번지,18546,37.2527079035,126.6922897050
화성시,동탄경로당,19890603,운영중,56,,경기도 화성시 동탄면 오산리 863-7번지,,37.1866079942,127.0855218367
화성시,매향2리 경로당,19900828,운영중,62,경기도 화성시 우정읍 매향석천로 9-10,경기도 화성시 우정읍 매향리 476-3번지,18570,37.0493192395,126.7684837824
화성시,이화1리 경로당,19900828,운영중,61,경기도 화성시 우정읍 덕목길 76,경기도 화성시 우정읍 이화리 526번지,18573,37.0426193690,126.7897265937
화성시,백미리경로당,19911007,운영중,45,,경기도 화성시 서신면 백미리 457번지,18556,37.1404146482,126.6832051287
화성시,화산1리 경로당,19910104,운영중,31,경기도 화성시 우정읍 배미길 102,경기도 화성시 우정읍 화산리 1025-3번지,18569,37.0654249874,126.7798131053
화성시,신양경로당,19911007,운영중,29,,경기도 화성시 남양읍 신남리,,37.1821464456,126.8278260351
화성시,장외리경로당,19920918,운영중,53,경기도 화성시 서신면 수풀오얏길 5,경기도 화성시 서신면 장외리 276-1번지,18553,37.1746581383,126.6813156061
화성시,쌍정1리 경로당,19920226,운영중,34,경기도 화성시 송산면 공룡로281번길 28-3,경기도 화성시 송산면 쌍정리 28-3번지,18547,37.2378770625,126.7327516766
화성시,전곡2리경로당,19930823,운영중,65,경기도 화성시 서신면 당성로 191,경기도 화성시 서신면 전곡리 311번지,18554,37.1912109848,126.6917308552
화성시,석천1리 경로당,19930309,운영중,46,경기도 화성시 우정읍 석천길 84,경기도 화성시 우정읍 석천리 76번지,18572,37.0532289328,126.7869988099
화성시,우남블루존아파트 경로당,20000407,운영중,30,경기도 화성시 화산북로 14,경기도 화성시 송산동 200-32번지,18356,37.2090184960,127.0085033326
화성시,당하1리 경로당,19850209,운영중,30,,경기도 화성시 봉담읍,,37.2066051455,126.9399451221
화성시,서신분회,19890603,운영중,145,경기도 화성시 서신면 매화1길 24-5,경기도 화성시 서신면 매화리 347-16번지,18555,37.1694151041,126.7058718567
화성시,매향3리 경로당,19891115,운영중,35,경기도 화성시 우정읍 매향웃말길 27,경기도 화성시 우정읍 매향리 363-3번지,18570,37.0497314063,126.7628167363
화성시,고정2리경로당,19890603,운영중,0,,경기도 화성시 송산면 고정리 207번지,18548,37.2448447758,126.7461387438
화성시,주곡1리 경로당,19890603,운영중,69,경기도 화성시 우정읍 구슬2길 3,경기도 화성시 우정읍 주곡리 125-26번지,18559,37.1258871630,126.8172766931
화성시,화수학구경로당,19890603,운영중,65,,경기도 화성시 우정읍 화수리 847-10번지,18558,37.1095067937,126.8011722612
화성시,원안2리 경로당,19890603,운영중,62,경기도 화성시 우정읍 원안길 146,경기도 화성시 우정읍 원안리 247-1번지,18562,37.1000864568,126.7835024586
화성시,고정2리경로당,19890603,운영중,0,,경기도 화성시 송산면,,37.2577677151,126.7047700759
화성시,풍화당기로회,19890603,운영중,57,,경기도 화성시 남양동 651-6번지,18258,37.2095445988,126.8144922451
화성시,구포3리 경로당,19930828,운영중,40,경기도 화성시 비봉면 구포동길37번길 3,경기도 화성시 비봉면 구포리 167-3번지,18291,37.2481577656,126.8878495779
화성시,슬항1리 경로당,20080911,운영중,36,경기도 화성시 마도면 절골안길 41,경기도 화성시 마도면 슬항리 597-1번지,18537,37.1944877436,126.7597799573
